Tweet,Class
اذا معلمهم هبيلة بعمرك شفت عوني بيفهم,hate
مياومو الإعلام اللي شالوا كل مشاكل البلد تيركزوا على جبران باسيل,normal
الرئيس ميشال عون و الوزير جبران باسيل غصب عن راسك هول نخبة الناس مش متل معلمك النصّ طبيب,normal
حلو نشوفك اول رئيسة مجلس نواب وحاملة المطرقة الشاكوش,normal
معك حق لازم محاربة الفساد منبلش مين دعم فتوش بعين دارة و خرّب الجبل كرمال كسارة مش انت مين قوص,normal
الشيطان الاصغر بلط البحر يا عيب الشوم عليك ولك اكلت لشبعت من المختارة بس  صار عندك كرش وانتلت جيبتك صرت بدك تعطي  ,abusive
كول هوا ما حدا غير امك مركبه راس حمار,abusive
هيدا جبران باسيل,normal
اذا موظف فجعان رئيسو قلو بعطيك كم ساعة زيادة وسب جبران باسيل شغلتنا نقعد ندافع عن نفسنا نحنا ؟؟,normal
عن اي وطن تتكلم ,normal
كلكن على بعدكن فركوشين ونص من بعد الجمعة طبعا وبقرارة نفسكن بتعرفو هالشي بنسبة من الدروز والك عين  ,normal
انت القائد ,normal
متلو متل الجسوس اذا ما جاب اخبار ما بيقبض و الخواجة هون نفس الشي كل ما طول لسانو كل ما عبى الجي  ,normal
هيدا بتحطوا بتمك يا حيوان هيدا منطقكن,abusive
لا انت ولا معلمك فيك تدق بصرمايته يا صرماية عتيقة ,abusive
اهم شي تعمل سكرين شوت وتبعتها عالسفارة السعودية عشان يعملوا حسابك بالرز ,normal
في اليوم عندما جلّس موقفه و اصبح يفكر كإنسان معظمهم قالو عنه انه من مدرسة كمال جنبلاط و انا  ,normal
كلب والله لندوسك يا ابن الحرام لك يلعن ابو النفضك شو ابن حرام فشرت تكون حمصي سني ,abusive
"موجة اعتراض واسعة على مواقع التواصل الاجتماعي بسبب نتائج مباراة كتاب العدل، حيث تم اعلان نجاح اشقاء وهم غرايس عصام",normal
قاوم مين و كيف طول عمرو عميل و مجرم كلب و في المينى رقم و الشهيدين كرامي و فرنجية بيشهدوا على جرائموا,abusive
الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,normal
اللي بيوقف ورا المراسلين و بيقول باي للكاميرا و بيتلفن لأمه تتشوفو عالتلفزيون جايي يتفلسف و يترجملي تصريحات جبران,normal
نسيت شكرا قطر ؟ طول عمرك بتاكل وبتنكر مثل أسيادك ,normal
هدا الشعب اللي طرد الاسرائيلي لازم يصحى يوم ويطرد أصحاب المواكب لبنان كان درة المنطقة,normal
صحيفة الاخبار يا خرى هيدي تابعة للخنازير اتباع نظام بشار بدك ناخد بي كلامهم وشو بيكتبوا روح اعمل رجال و… ,hate
لو بتروح يا وهاب لوحدك افضل وجه لوجه الإستنكار يا بطل   ,normal
اللهم زدها سنكحة و عصمصة,normal
خراس انت وامثالك الجبناء ثلاث سنوات وانت ابكم لاتتكلم ما شأنك بسوريا ام تريد دعم بشار لتحظي برضى ,abusive
بنت ابوها الله يحميكي ويحمي القائد انتم جبل في جبل♥    ,normal
ههههه يا مسلينا لانه كراكوز ,abusive
تفوووو عليك سوري جربان مالنا ومالكم حريصة تحرقكم انتو واهل فلسطين,hate
الله يفصل راسك عن جسدك يا درزي يا قذر,hate
لعنتوا شرف الثورة يا أندال,abusive
انت واحد صرمايي ,abusive
"نريد قضاء نظيف، لا يتناسى الفاسدين و المخربين ",normal
ما قلتلي بتعيرتي شواربك لمع فيهن صباطي,abusive
"ما بقى تقول له بك ، أن زمن البكاويي دفن وأنتهى وأصبحت عظامه مكاحل ",normal
شارل أيوب هل تعلم أن هذه السندات هي لقطر ولا يحق لأحد أن يتحكم بها؟ فكيف يكون جبران باسيل سارق ل مليون دولار من هذه السندات؟…,normal
مبروك عليك ومقاومة عن مقاومة بتفرق وبخصوص التسجيل معك حق بدنا توضيح و يا ريت ينفتح تحقيق ,normal
شوية غباء على تطبيل جبران باسيل,abusive
معظم القواتجية صهاينة,normal
طلعت بالأخير سوريا مشاركة بالقمة العربية في بيروت عن طريق وزير خارجيتها جبران باسيل اللذي عرف عنه رغبته بوضع لوحة جلاء الجيش ا…,normal
القمة ترفض «عودة النازحين»,normal
بردت قهوتك يعني خراس تشرب قهوة يعني فرقنا بريحة طيبة,abusive
نصيحة احكي مع الرئيس ميشال عون او هاجم جبران باسيل مليار دولار جابو من قطر شكرا قطر,normal
"اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا…",normal
شتقنا يا معالي الوزير تكون الصوت العالي للدفاع عن العهد ومن يمثل العهد بعدو صوتك بأذهان الناس  ❤  ,normal
ليك أنت بعدك مصدّق الكذبة؟؟ لك أنت زلمي بيّاع وشرّى وفينا نقول خرّا كمان خلص سد نيعك وخراس ايري بموديلك… ,abusive
كلو مستفيد طبيعي يتم عدم المبالاة ,normal
فالمسؤولين فيه ما عادوا مسؤولين لبنانيين بل اصبحوا طوائفيين ,normal
لا بس هي صدفة بحت انو سوريا كبلد يعتبر بلد سني الاكثرية وكمان بالصدفة تم ابادة هالأكثرية وتهجيرها,normal
صهيوني اكتر من الصهاينة يا خروف مرتك,abusive
ههههههههه اصلا احمد منزل تغريدة هلأ ما فيا جبران باسيل لأول مرة شكلوا اكل خرا    ,abusive
ما قالك الهمالالي ممنوع التملق وتمسيح الجوخ لترضي اسيادك عكل انا حا قول قولتكم الشهيرة شكرا قطر ,normal
اين هو العهد القوي من هذه المهزلة بوق مأجور ,abusive
يا باريس انت حمار ولا بتستحمر,abusive
انت وجريدة الاخبار مصداقيه صافيه والنعم منك ومنها    بس ولا يهمك اللواء عثمان قاعد ع قلبك ان شاءالله ,normal
" حملة مسعورة يقودها قواتيون ضد التيار الوطني الحرّ، بدعم من تيار المستقبل والاشتراكي، بسبب دعوة الوزير جبران باسيل لعودة سو…",normal
انت عم تغردي من كباريهات الاهرامات 🤔😂,abusive
بعد ما خلصت مهمتك بعدهم عميدفشوك لتعمله فتنه بلبلد اكيد زادو الدفعه العقاب لوهاب وهاب قاتل ابو دياب ,normal
خوش معارض واطي والله,abusive
سد بوزك ,abusive
لا تلومونه وتنتقدوه فأنتم تركتم الساحة خالية له ولأسياده,normal
مطلوب نفي جبران جرجي باسيل  اعتقاله  محاكمته على ما وصل إليه لبنان الثقافة والعلم والإنفتاح مش ضرو ,normal
كنت بدي اكتها لقيت حداً سبقني ,normal
من ايمت جماعة المقاومة بيحكوا بفينيقيا,normal
واضح انو فتنجي هيدا يا صهيوني يا قواتجي والاثنين واحد,hate
كول خرا ,abusive
الرئيس ميشال عون تعرض لحملات شيطنة لسنين عديدة حملات عنيفة,normal
