Comment,Majority_Label
مثلي مثل اغلب الناس دايما اتعاطف مع الاجئين و العرب اللي فوضعية سيئة من بعيد لبعيد واتمنى اني اساعد بس حاسة انه صعب واننا بعيد وحتى التبرع ما جا ببالي ادور جديا مع انه عندي رغبة فاني اسوي هذا الشي اليوم بعد ماشفت فيديوهك لاني من متابعينك للي جدا يحترموك ومتاثرة بيك تبرعت مثلك الحمد لله بمبلغ اقل بس خلاني احس احساس جميل اني سويت اضعف الايمان على الاقل و فعلا على رايك ياعمر اننا نساعد في تخفيف الم هاذي الناس لو شوية احسن من اننا نترك الجرح يعفن في انتظار حل جذري شكرا الك اخي على كل شي بتقدمه انت اكثر انسان يستاهل انه الواحد يستقطع من وقته و يشوفك لانه بترسم الابتسامة وبنفس الوقت بتفيدنا وتخلي تفكيرنا احسن ملاحظة :تعليقي ليس رياء يضيع الاجر لان ماحد يعرفني شخصيا انا مجرد اسم مجهول هنا ولكن تعليقي عشان شهادة حق وعشان افرحاحسس عمر حسين بان اللي يسويه قاعد يفرق مع انسانة وحدة على الاقل ,Non-Offensive
يا ليت عندي فلوس اقدر ااجر في فندق حتى لو خرة 😂 ,Non-Offensive
@User.IDX ان شاء الله يتدمر النظام عندهم 🙂 سبحان الله لكل حيوان دور له بالعالم ونظام البيئي ,Offensive
شكرا على قناتكم الجميلة التي تنتقد حكامنا الظالمين !!! استمروا 👍 ,Non-Offensive
انا بيبي اناسعيده جدا بهذاالفديو وأحب فديوهاتك ,Non-Offensive
@User.IDX ده مش تطبيل من ال🐖ل🐒 ده قمة التعرييييص فعلا قناة فتنه ربنا يحرأكم معاه بجاز وسخخخ ,Offensive
ليس كل من يقف خلف القضبان سجين ..هناك الكثير من السجناء في الخارج... ,Non-Offensive
@User.IDX #تركيا تنوي زيادة قيمة بقاء الجيش التركي في #قطر ,Non-Offensive
الجيل الثالث والظاهر أنه راح يبقى للجيل الثمانين ,Non-Offensive
9:07 كنت احسبك بتشوف هل في شطاف جمب السيفون ولا لأ لأن مافي امل استعمل مناديل حمام اصبر لين اوصل بلدي والله هههههههه ,Non-Offensive
@User.IDX ما الذي يدفع بإنسان عاقل إلى الانضمام لشرذمة الشياطين هؤلاء؟ إن كان الدين فدينُ الله بريء منهم و مِمّا يُنادون به ,Offensive
مش فاهم يعنى بعد ما قمت بكل هذا التناقضات هل اختفت الاحمال او اصطلحت الاحوال او تحسنت الدنيا شكلا او مضمونٱ الله يعطى الحكمة والموهبه كهبة وشرفها ان توضع بموضعها الصحيح اما ان يكون صاحبها قائد يحث الناس على طريق الاصلاح او على الاقل دليل يريهم هذا الطريق اما ان يكون مجرد مصور لا يزيد مجهوده عن رسم ما كان او ما سيكون او ما يحلم به ان يكون فهذا درب من دروب الفن سيذوى بمرور الوقت ,Non-Offensive
بدنا نضل بحمله رجعولنا الاسبتاليه حتى نلاقي رد من القناه العظيمه كبريت ❤❤❤😭😭 ,Non-Offensive
رد الكراش عليكمحكوم بسرعة النت😂😂😂 ,Non-Offensive
كل مقطع بطلعنااا ببلوزة 😂😂😂😂 ,Non-Offensive
الإعلامي معتز مطر يقول الإسلام لم يزدهر بالعرب يا ريت تحكي عن نظريته ,Non-Offensive
الله يخلينا الأمن و الأمان هههههههههههههههه و الله إنك مبدع بكل معنى الكلمة أنت و كل فريق العمل تحية لكم ,Non-Offensive
تاني حاجه انت بتتكلم عن الاسلام بطريقه عفشه ليه ها انت منتش عارف انن سبب ازدهار اروبا وكتر الحجات احنا اللي عملنه في القرون الوسطا كانت اروبا مجازر بس لقونا بنزدهر في الهندسه و العلوم و علوم الفلك و الفزياء و الرياضيات تنهم متحدين ,Non-Offensive
محتوى رائع ومهم ✋شكراً من أعماق قلبي ❤😍 ,Non-Offensive
@User.IDX كل التقدير والاحترام لرئيسة وزراء نيوزيلندا ,Non-Offensive
هذا طبيب لي جمعهم هو مريض نفسي....حمدلله على نعمة الاسلام ,Non-Offensive
@User.IDX من الحكمة ان لا تتجاهل المملكة التهديدات الايرانية وان تأخذها مأخذ الجد من الاستعداد الحقيقي والتعبئة وتجنيد الشباب للخدمة العسكرية ,Non-Offensive
والاطباء عندنا في الجزائر يلهتون وراء زيادة الجور وشراء الليبيزا والبولو سيارات الفخمة احشموا وشوف الناس لتحب عملها وتخدم بضميرها الانساني والعملي ,Non-Offensive
هليل قاضي قضاة الأردن ..وسحّيج شرعي للملك. -------------------------------------- هو لا يملك من أمره أن يستقيل النظام أمر #هليل_يشحد في خطبة الجمعة ثم لما صاروا مسخرة ضحوا به وأمروه أن يستقيل. وذلك بعد عشرات السنين من النفاق. #اتعظوا_يا_أتباع_الظلَمة ,Non-Offensive
@User.IDX وايه الاسائه في كده حتي الضرب الضربه كيوت يعني المرأه حاتضحك وهي بتضرب ليه الهجوم ده بقي ,Non-Offensive
@User.IDX يمكن حد سبقه في الاختراع بس ليكون مدعوم من المؤسسات البيئية هذا دليل على أن الاختراع متكامل من ناحية التحكم في كمية الغازات المنبعثة والمواد الصلبة المتبقية من الاحتراق ,Non-Offensive
@User.IDX خلكم فى نباحكم والقضاء لدينا يقول كلمته ,Offensive
@User.IDX شكون المتخلف الصحيح و الا البخاري...كانت في جرة و خرجت البرة ... ,Offensive
طيب ايش صار عالاجتماع ؟!! ,Non-Offensive
لا اظن انهم بشر فعلا لا رحمة ولا إنسانية حقا لا تستهلون نعمة الحيوان ,Non-Offensive
الشاورما السورية ومن الشام بالذات مع توم على رأس سندويشة و شويه دبس رمان ,Non-Offensive
@User.IDX ياليت يحصل لها الجلد والضرب والكهرباء لكن الأسف سجوننا ماتتعامل بهذي الطريقة ,Non-Offensive
@User.IDX الله يرحمهم برحمته الواسعة الله يعينكم اهل مصر على هذا البلاء (السيسي) ,Non-Offensive
"""غباء العرب العظيم : ﻳُﻘﺎﻝ ﺃﻥ ﺳﻠﻤﺎﻥ ﻣﻠﻚ ﺁﻝ ﺳﻌﻮﺩ، ﺣﻴﻦ ﺯﺍﺭ ﺭﻭﺳﻴﺎ ﻣﺆﺧﺮﺍً، ﺳﺄﻝ ﺍﻟﺮﺋﻴﺲ ﺑﻮﺗﻴﻦ : """"ﺳﻴﺎﺩﺓ ﺍﻟﺮﺋﻴﺲ، ﻣﺎﺫﺍ ﻓﻌﻠﺖ ﻟﻴﻜﻮﻥ ﻋﻨﺪﻙ ﻭﺯﺭﺍﺀ أﺫﻛﻴﺎﺀ !!..""""، ﻓﺄﺟﺎﺑﻪ : """"ﺍﻷﻣﺮ ﺑﺴﻴﻂ ﻟﻠﻐﺎﻳﺔ .. ﻓﺎﻧﻈﺮ"""".. ﺛﻢ ﻧﺎﺩﻯ ﻋﻠﻰ ﻭﺯﻳﺮ ﺍﻟﺪﺍﺧﻠﻴﺔ ﻓﻼﺩﻳﻤﻴﺮ ﻛﻮﻟﻮﻛﻮﻟﺘﺴﻒ، ﻭﻗﺎﻝ ﻟﻪ : """"ﻓﻼﺩﻳﻤﻴﺮ ﺳﻮﻑ ﺃﺳﺄﻟﻚ ﺳﺆﺍﻻً، ﻭﺇﺫﺍ ﺃﺟﺒﺖ ﻋﻠﻴﻪ ﺑﺈﺟﺎﺑﺔ ﺧﺎﻃﺌﺔ ﺳﻮﻑ ﺃﻃﺮﺩﻙ ﻣﻦ ﺍﻟﻮﺯﺍﺭﺓ، ﻭﺇﺫﺍ ﺃﺟﺒﺖ ﺑﺈﺟﺎﺑﺔ ﺻﺤﻴﺤﺔ ﺳﺘﺒﻘﻰ ﻓﻲ ﻣﻨﺼﺒﻚ ؛ إﻧﻪ ﺍﺑﻦ ﺍﻣﻚ ﻭﻟﻜﻦ ﻟﻴﺲ ﺃﺧﻮﻙ ﺃﻭ ﺃﺧﺘﻚ ﻓﻤﻦ ﻳﻜﻮﻥ !!. """" ﻓﺮﺩ ﺍﻟﻮﺯﻳﺮ : """"ﺇﻧﻪ ﺳﺆﺍﻝ ﺳﻬﻞ ﻳﺎ ﺳﻴﺪﻱ ﺍﻟﺮﺋﻴﺲ ... ﺇﻧﻪ ﺃﻧﺎ"""" ﻓﻨﻈﺮ ﺍﻟﺮﺋﻴﺲ ﺑﻮﺗﻴﻦ ﺇﻟﻰ ﺍﻟﻤﻠﻚ ﺳﻠﻤﺎﻥ ﻭﻗﺎﻝ ﻟﻪ :""""ﻫﻞ ﺭﺃﻳﺖ ﺇﻧﻬﻢ ﺃﺫﻛﻴﺎﺀ ﺑﺎﻟﻔﻄﺮﺓ """".. ﻭﺣﻴﻦ ﻋﺎﺩ ﺳﻠﻤﺎﻥ ﺍﺳﺘﺪﻋﻰ ﺍﻟﻮﺯﻳﺮ ﻋﺎﺩﻝ ﺍﻟﺠﺒﻴﺮ، ﻭﻗﺎﻝ ﻟﻪ : """"ﻳﺎ ﻋﺎﺩﻝ ﺑﺪﻱ أﻃﺮﺡ ﻋﻠﻴﻚ ﺳﺆﺍﻝ، ﺇﺫﺍ ﺟﺎﻭﺑﺖ ﻋﻠﻴﻪ ﻏﻠﻂ ﺭﺡ ﺍﻃﺮﺩﻙ ﻣﻦ ﺍﻟﻮﺯﺍﺭﺓ، ﻭﺇﺫﺍ ﺟﺎﻭﺑﺖ ﺻﺢ ﺭﺡ ﺗﺒﻘﻰ ﻭﺯﻳﺮ .. ﺇﻧﻪ ﺍﺑﻦ ﺃﻣﻚ ﻭﻟﻜﻦ ﻟﻴﺲ ﺃﺧﻮﻙ ﺃﻭ ﺃﺧﺘﻚ ﻓﻤﻦ ﻳﻜﻮﻥ !!...؟ """" ﺑﺪﺃ ﺍﻟﺠﺒﻴﺮ ﻳﺘﺼﺒﺐ ﺑﺎﻟﻌﺮﻕ ﻭﺍﺳﺘﺠﺪﺍﻩ ﺃﻥ ﻳﻤﻬﻠﻪ ﺃﺳﺒﻮﻉ ﻟﻴﺠﻴﺐ ﻋﻠﻰ ﺍﻟﺴﺆﺍﻝ ... ﺫﻫﺐ ﺍﻟﺠﺒﻴﺮ ﺇﻟﻰ ﻛﻞ ﺍﻷﻣﺮﺍﺀ ﻭﻟﻜﻦ ﻟﻢ ﻳﻌﺮﻓﻮﺍ ﺍﻹﺟﺎﺑﺔ؛ ﺍﺳﺘﻌﺎﻥ ﺑﺎﻟﻌﺮﺍﻓﻴﻦ ﻭﺍﻟﻤﺒﺼﺮﻳﻦ وما عرفوا... ﻓﻤﺎ ﻛﺎﻥ ﻣﻨﻪ ﺇﻻ ﺃﻥ ﺍﺳﺘﻨﺠﺪ ﺑﻮﺯﻳﺮ ﺍﻟﺨﺎﺭﺟﻴﺔ ﺍﻷﻣﺮﻳﻜﻲ، ﻭﺳﺄﻟﻪ : """"ﺇﻧﻪ ﺍﺑﻦ ﺃﻣﻚ ﻭﻟﻜﻦ ﻟﻴﺲ ﺃﺧﻮﻙ ﺃﻭ ﺃﺧﺘﻚ ﻓﻤﻦ ﻳﻜﻮﻥ!!...؟ """" ﻓﺄﺟﺎﺏ ﺍﻟﻮﺯﻳﺮ ﺍﻷﻣﺮﻳﻜﻲ :""""ﺳﺆﺍﻝ ﺳﻬﻞ ﺇﻧﻪ ﺃﻧﺎ """" ﻋﺎﺩ ﺍﻟﺠﺒﻴﺮ ﺇﻟﻰ ﺳﻠﻤﺎﻥ ﻭﻫﻮ ﻓﺮﺣﺎﻥ، ﻭﻗﺎﻝ ﻟﻪ : """"ﻋﺮﻓﺖ ﺟﻮﺍﺏ ﺍﻟﺴﺆﺍﻝ ﻳﺎ ﺳﻴﺪﻱ ﺍﻟﻤﻠﻚ، ﻓﻘﺎﻝ ﻟﻪ ﺍﻟﻤﻠﻚ: """"من ﻳﻜﻮﻥ""""!? ﻓﺄﺟﺎﺏ ﺍﻟﺠﺒﻴﺮ بكل ثقة: """"ﻫﻮ ﻭﺯﻳﺮ ﺧﺎﺭﺟﻴﺔ ﺃﻣﺮﻳﻜﺎ ﺭﻳﻜﺲ ﺗﻴﻠﺮﺳﻮﻥ"""".. ﻓﺄﺟﺎﺑﻪ اﻟﻤﻠﻚ: """"لا ﻳﺎ ﺣﻤﺎﺭ، ﻫﻮ ﻭﺯﻳـﺮ ﺩﺍﺧﻠﻴـﺔ ﺭﻭﺳﻴﺎ ﻓـﻼﺩﻳﻤﻴـﺮ ﻛﻮﻟـﻮﻛﻮﻟـﺘﺴﻒ!! 👌😍😂😂😂😂😂😂😂 """,Non-Offensive
